"# Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] #"
"Device ID: FluxLog-3"
"733 113441 448 112.41 33609"
"734 113569 158 27.53 33626"
"735 113728 92 21.32 33834"
"736 113762 131 24.54 33850"
"737 113876 152 26.78 33867"
"738 114017 511 149.39 33883"
"739 114089 108 22.63 33900"
"740 114162 112 22.94 33918"
"741 114204 176 30.09 33934"
"742 114230 728 431.28 33950"
"743 114380 231 39.55 33966"
"744 114428 432 101.61 33983"
"745 114636 444 109.09 33999"
"746 114751 240 41.21 34208"
"747 114802 88 20.96 34225"
"748 114890 113 23.02 34241"
"749 114939 318 57.28 34262"
"750 115033 112 22.94 34278"
"751 115166 152 26.78 34294"
"752 115212 419 97.20 34310"
"753 115340 137 25.12 34326"
"754 115482 384 80.08 34343"
"755 115547 120 23.58 34359"
"756 115596 126 24.09 34376"
"757 115839 161 27.93 34393"
"758 116317 113 23.02 34602"
"759 116390 176 30.09 34620"
"760 116688 284 49.41 34636"
"761 116725 120 23.58 34652"
"762 116772 99 21.91 34669"
"763 116833 286 49.78 34685"
"764 116897 291 50.97 34702"
"765 117057 112 22.94 34911"
"766 117375 368 72.93 34928"
"767 117745 319 57.64 34944"
"768 117781 92 21.32 34963"
"769 117802 273 47.25 34981"
"770 118105 199 33.86 34998"
"771 118223 120 23.58 35205"
"772 118614 184 31.36 35222"
"773 118690 280 48.67 35238"
"774 118772 238 40.82 35255"
"775 119035 318 57.28 35272"
"776 119231 448 112.41 35288"
"777 119483 323 58.48 35497"
"778 119763 527 155.96 35514"
"779 120245 86 20.77 35532"
"780 120408 504 143.61 35739"
"781 120690 113 23.02 35756"
"782 120915 83 20.46 35772"
"783 121234 376 76.43 35788"
"784 121302 240 41.21 35804"
"785 121602 152 26.78 36013"
"786 121646 88 20.96 36032"
"787 122020 604 210.97 36048"
"788 122203 312 55.68 36066"
"789 122264 108 22.63 36082"
"790 122343 248 42.69 36098"
"791 122628 483 132.60 36305"
"792 122680 79 20.03 36322"
"793 122752 451 113.08 36338"
"794 122800 451 113.08 36354"
"795 122865 79 20.03 36370"
"796 122886 480 130.21 36386"
"797 122964 231 39.55 36403"
"798 123294 214 36.49 36421"
"799 123600 344 64.67 36437"
"800 123833 384 80.08 36644"
"801 124182 384 80.08 36660"
"802 124302 115 23.18 36676"
"803 124566 384 80.08 36692"
"804 124658 94 21.50 36711"
"805 124808 113 23.02 36918"
"806 124892 387 81.05 36934"
"807 125238 415 95.00 36950"
"808 125303 255 43.96 36968"
"809 125334 384 80.08 36984"
"810 125369 243 41.74 37000"
"811 125407 415 95.00 37017"
"812 125457 255 43.96 37033"
"813 125563 159 27.66 37049"
"814 125872 103 22.23 37065"
"815 126243 140 25.42 37272"
"816 126482 96 21.67 37289"
"817 126821 348 65.64 37305"
"818 127068 352 66.89 37323"
"819 127355 359 69.86 37530"
"820 127457 80 20.14 37546"
"821 127661 504 143.61 37562"
"822 127724 163 28.20 37579"
"823 127753 96 21.67 37598"
"824 127798 78 19.92 37614"
"825 127824 206 35.07 37630"
"826 128244 352 66.89 37646"
"827 128411 207 35.26 37855"
"828 128650 448 112.41 37871"
"829 128925 337 62.30 37887"
"830 128995 79 20.03 37903"
"831 129044 184 31.36 37919"
"832 129196 319 57.64 37935"
"833 129298 319 57.64 37951"
"834 129537 504 143.61 38158"
"835 129828 204 34.73 38175"
"836 129849 172 29.49 38192"
"837 129987 417 95.20 38210"
"838 130093 236 40.44 38226"
"839 130114 115 23.18 38242"
"840 130159 399 87.30 38258"
"841 130191 105 22.39 38277"
"842 130239 847 662.39 38293"
"843 130383 391 82.35 38309"
"844 130639 140 25.42 38516"
"845 130671 281 48.90 38533"
"846 130707 316 56.81 38550"
"847 130799 366 72.41 38568"
"848 130909 124 23.92 38584"
"849 130927 248 42.69 38601"
"850 131319 135 24.92 38618"
"851 131860 199 33.86 38635"
"852 131989 295 51.75 38842"
"853 132371 108 22.63 38858"
"854 133029 96 21.67 38874"
"855 133183 312 55.68 39081"
"856 133210 323 58.48 39097"
"857 133351 83 20.46 39115"
"858 133450 268 46.26 39131"
"859 133492 243 41.74 39150"
"860 133563 184 31.36 39167"
"861 133668 504 143.61 39183"
"862 133796 448 112.41 39200"
"863 133913 99 21.91 39217"
"864 134331 403 88.99 39233"
"865 134465 88 20.96 39440"
