datetime,elapsed_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2026/08/01@02:35:06,66,-0.9310303,-0.1583252,0.026672364,-1.4427481,1.2366412,-1.1755725
2026/08/01@02:35:07,67,-0.92962648,-0.16168213,0.026733398,-1.4580153,1.2442748,-1.0
2026/08/01@02:35:08,68,-0.93078616,-0.15814209,0.030578614,-1.3435115,1.1603054,-1.167939
2026/08/01@02:35:10,70,-0.9310303,-0.15905762,0.02734375,-1.4580153,1.1450381,-1.2290076
2026/08/01@02:35:11,71,-0.93237304,-0.1572876,0.025878906,-1.4580153,1.2061069,-1.1526718
2026/08/01@02:35:12,72,-0.93133544,-0.1593628,0.0281372068,-1.4580153,1.1450381,-1.0992366
2026/08/01@02:35:13,73,-0.932006864,-0.15905762,0.028930664,-1.4274809,1.1374046,-1.1068702
2026/08/01@02:35:14,74,-0.9304199,-0.15930176,0.024963378,-1.4656489,1.1145039,-1.0839695
2026/08/01@02:35:15,75,-0.930603,-0.15960694,0.031066894,-1.3969466,1.2061069,-1.2137405
2026/08/01@02:35:16,76,-0.9312134,-0.15887451,0.028625488,-1.5419847,1.2519084,-1.2137405
2026/08/01@02:35:17,77,-0.9324341,-0.15710449,0.026184082,-1.389313,1.1603054,-1.1526718
2026/08/01@02:35:18,78,-0.93182376,-0.15838623,0.028503418,-1.389313,1.1832061,-1.129771
2026/08/01@02:35:20,80,-0.93078616,-0.15814209,0.023254394,-1.519084,1.1145039,-1.1145039
2026/08/01@02:35:21,81,-0.9320679,-0.15844726,0.025512696,-1.480916,1.1908396,-1.1145039
2026/08/01@02:35:22,82,-0.93151852,-0.16113281,0.026672364,-1.389313,1.091603,-1.2442748
2026/08/01@02:35:23,83,-0.9335327,-0.16015625,0.028259278,-1.4732824,1.2366412,-1.2137405
2026/08/01@02:35:24,84,-0.9298706,-0.15893554,0.027526856,-1.4656489,1.221374,-1.167939
2026/08/01@02:35:25,85,-0.93170168,-0.1586914,0.031555176,-1.4885496,1.1068702,-1.0839695
2026/08/01@02:35:26,86,-0.93115232,-0.15960694,0.026123046,-1.5038168,1.1908396,-1.0992366
2026/08/01@02:35:27,87,-0.930969232,-0.15997314,0.026672364,-1.4427481,1.1908396,-1.3206106
2026/08/01@02:35:28,88,-0.932006864,-0.15795898,0.02508545,-1.4122137,1.2442748,-1.1832061
2026/08/01@02:35:29,89,-0.930603,-0.15710449,0.027038574,-1.3435115,1.167939,-1.1984733
2026/08/01@02:35:31,91,-0.92974856,-0.1595459,0.030029296,-1.3206106,1.1755725,-1.1526718
2026/08/01@02:35:32,92,-0.932251,-0.1560669,0.026916504,-1.4885496,1.0687023,-1.2290076
2026/08/01@02:35:33,93,-0.9320679,-0.1583252,0.027282714,-1.4427481,1.2061069,-1.1526718
2026/08/01@02:35:34,94,-0.9312134,-0.15631104,0.025878906,-1.4503816,1.1603054,-1.1374046
2026/08/01@02:35:35,95,-0.93133544,-0.15856934,0.026733398,-1.5419847,1.1145039,-1.1145039
2026/08/01@02:35:36,96,-0.929931664,-0.16113281,0.024658204,-1.5877863,1.167939,-1.1603054
2026/08/01@02:35:37,97,-0.9312134,-0.15966797,0.028625488,-1.5343511,1.1221374,-1.1755725
2026/08/01@02:35:38,98,-0.93011468,-0.15759278,0.02935791,-1.4656489,1.1068702,-1.1603054
2026/08/01@02:35:39,99,-0.93115232,-0.15753174,0.027404786,-1.4198474,1.1755725,-1.1526718
2026/08/01@02:35:41,101,-0.9316406,-0.15814209,0.028198242,-1.3435115,1.2671756,-1.1908396
2026/08/01@02:35:42,102,-0.928894032,-0.16003418,0.027954102,-1.4122137,1.2290076,-1.259542
2026/08/01@02:35:43,103,-0.9312744,-0.15826416,0.031555176,-1.4732824,1.1450381,-1.259542
2026/08/01@02:35:44,104,-0.9326782,-0.16027832,0.02935791,-1.4656489,1.1068702,-1.1908396
2026/08/01@02:35:45,105,-0.9310913,-0.15710449,0.026000976,-1.3664122,1.1832061,-1.1984733
2026/08/01@02:35:46,106,-0.93078616,-0.1574707,0.02709961,-1.3969466,1.1374046,-1.1755725
2026/08/01@02:35:47,107,-0.9324341,-0.15838623,0.027282714,-1.4427481,1.1984733,-1.0610686
2026/08/01@02:35:48,108,-0.9326172,-0.15948486,0.026672364,-1.5496184,1.1832061,-1.3206106
2026/08/01@02:35:49,109,-0.93115232,-0.1586914,0.030029296,-1.389313,1.2290076,-1.2290076
2026/08/01@02:35:50,110,-0.9312134,-0.159729,0.026062012,-1.4274809,1.0534351,-1.2137405
2026/08/01@02:35:52,112,-0.93011468,-0.15942383,0.028869628,-1.5343511,1.1374046,-1.3282443
2026/08/01@02:35:53,113,-0.9319458,-0.15960694,0.030395508,-1.3587786,1.2290076,-1.1832061
2026/08/01@02:35:54,114,-0.9300537,-0.15924072,0.026000976,-1.389313,1.1450381,-1.0763359
2026/08/01@02:35:55,115,-0.93078616,-0.15966797,0.027893066,-1.4045801,1.1832061,-1.1145039
2026/08/01@02:35:56,116,-0.93115232,-0.16003418,0.029174804,-1.480916,1.221374,-1.0534351
2026/08/01@02:35:57,117,-0.9301758,-0.15966797,0.030151368,-1.5267176,1.2061069,-1.1374046
2026/08/01@02:35:58,118,-0.9298706,-0.1585083,0.027038574,-1.519084,1.1374046,-1.1526718
2026/08/01@02:35:59,119,-0.9310913,-0.15997314,0.029846192,-1.4122137,1.1526718,-1.2061069
2026/08/01@02:36:00,120,-0.93029784,-0.15960694,0.0256958,-1.480916,1.221374,-1.2366412
2026/08/01@02:36:01,121,-0.9310303,-0.16009522,0.026428222,-1.3664122,1.1526718,-1.1221374
2026/08/01@02:36:03,123,-0.92840576,-0.15625,0.02709961,-1.3816794,1.1755725,-1.1374046
2026/08/01@02:36:04,124,-0.930542,-0.1586914,0.02508545,-1.3740458,1.1145039,-1.1068702
2026/08/01@02:36:05,125,-0.93078616,-0.15997314,0.02758789,-1.4656489,1.2748091,-1.2366412
2026/08/01@02:36:06,126,-0.9316406,-0.15863037,0.024902344,-1.480916,1.1450381,-1.1832061
2026/08/01@02:36:07,127,-0.93218992,-0.15795898,0.02722168,-1.4961832,1.167939,-1.2137405
2026/08/01@02:36:08,128,-0.9298706,-0.15924072,0.029785156,-1.3969466,1.0992366,-1.1984733
2026/08/01@02:36:09,129,-0.9320679,-0.15942383,0.028198242,-1.3206106,1.091603,-1.1145039
2026/08/01@02:36:10,130,-0.9312744,-0.15924072,0.026672364,-1.480916,1.1832061,-1.259542
2026/08/01@02:36:11,131,-0.932922336,-0.15808106,0.028076172,-1.4198474,1.2442748,-1.1755725
2026/08/01@02:36:13,133,-0.9312744,-0.15893554,0.025878906,-1.3435115,1.2061069,-1.1908396
2026/08/01@02:36:14,134,-0.92871096,-0.15856934,0.030517578,-1.4045801,1.0458015,-1.1755725
2026/08/01@02:36:15,135,-0.93151852,-0.1585083,0.026611328,-1.3129771,1.1526718,-1.1832061
2026/08/01@02:36:16,136,-0.9312744,-0.15826416,0.028625488,-1.4427481,1.167939,-1.259542
2026/08/01@02:36:17,137,-0.93273928,-0.16009522,0.02758789,-1.3282443,1.2137405,-1.1984733
2026/08/01@02:36:18,138,-0.9313965,-0.15716552,0.026611328,-1.3587786,1.2061069,-1.1908396
2026/08/01@02:36:19,139,-0.9324951,-0.15765381,0.024108886,-1.3740458,1.1755725,-1.0763359
2026/08/01@02:36:20,140,-0.92926024,-0.15960694,0.025268554,-1.3435115,1.1984733,-1.1984733
2026/08/01@02:36:21,141,-0.928894032,-0.15820312,0.025878906,-1.480916,1.1450381,-1.2442748
2026/08/01@02:36:22,142,-0.9326782,-0.15985108,0.025024414,-1.4656489,1.2442748,-1.2137405
2026/08/01@02:36:24,144,-0.9307251,-0.15960694,0.02746582,-1.4427481,1.0610686,-1.1603054
2026/08/01@02:36:25,145,-0.9300537,-0.16033936,0.028808594,-1.4274809,1.1145039,-1.1908396
2026/08/01@02:36:26,146,-0.9320679,-0.15698242,0.0265502932,-1.4580153,1.1450381,-1.1908396
2026/08/01@02:36:27,147,-0.9313965,-0.15771484,0.024414062,-1.29771,1.1374046,-1.1603054
2026/08/01@02:36:28,148,-0.93170168,-0.1586914,0.028076172,-1.4045801,1.1832061,-1.091603
2026/08/01@02:36:29,149,-0.9289551,-0.16119385,0.028686524,-1.4351145,1.1145039,-1.129771
2026/08/01@02:36:30,150,-0.9324341,-0.15795898,0.025756836,-1.3206106,1.1374046,-1.1526718
2026/08/01@02:36:31,151,-0.92926024,-0.15808106,0.025878906,-1.2366412,0.9236641,-1.5877863
2026/08/01@02:36:32,152,-0.92559816,-0.16070556,0.03186035,-1.4122137,1.1374046,-1.1832061
2026/08/01@02:36:33,153,-0.93237304,-0.15045166,0.02130127,-1.4427481,1.2137405,-1.2061069
2026/08/01@02:36:35,155,-0.93048092,-0.15405274,0.027954102,-1.3587786,1.129771,-1.1603054
2026/08/01@02:36:36,156,-0.92974856,-0.15350342,0.02355957,-1.4274809,1.2748091,-1.1221374
2026/08/01@02:36:37,157,-0.9315796,-0.15240478,0.02722168,-1.4732824,1.1755725,-1.3053435
2026/08/01@02:36:38,158,-0.9303589,-0.15942383,0.024658204,-1.4503816,1.1068702,-1.3969466
2026/08/01@02:36:39,159,-0.932006864,-0.15942383,0.0265502932,-1.351145,1.1908396,-1.0763359
2026/08/01@02:36:40,160,-0.9347534,-0.15856934,0.02545166,-1.389313,1.1374046,-1.0992366
2026/08/01@02:36:41,161,-0.9307251,-0.1595459,0.030212402,-1.4198474,1.2137405,-1.1755725
2026/08/01@02:36:42,162,-0.934082064,-0.1609497,0.030334472,-1.4427481,1.1603054,-1.2366412
2026/08/01@02:36:43,163,-0.92944332,-0.16125488,0.025878906,-1.3740458,1.1755725,-1.2290076
2026/08/01@02:36:45,165,-0.93048092,-0.15783692,0.027526856,-1.4580153,1.2290076,-1.259542
2026/08/01@02:36:46,166,-0.9332886,-0.15802002,0.026000976,-1.4351145,1.221374,-1.3740458
2026/08/01@02:36:47,167,-0.9328613,-0.16021728,0.030090332,-1.4427481,1.1755725,-1.1526718
2026/08/01@02:36:48,168,-0.9296875,-0.15893554,0.028015136,-1.3587786,1.0305344,-1.167939
2026/08/01@02:36:49,169,-0.9295044,-0.15802002,0.02960205,-1.4732824,1.1755725,-1.1603054
2026/08/01@02:36:50,170,-0.9326172,-0.15777588,0.028686524,-1.5572519,1.2290076,-1.221374
2026/08/01@02:36:51,171,-0.932006864,-0.16186524,0.03112793,-1.4656489,1.1068702,-1.167939
2026/08/01@02:36:52,172,-0.9319458,-0.15917969,0.027038574,-1.3587786,1.221374,-1.091603
2026/08/01@02:36:53,173,-0.9298706,-0.15820312,0.03173828,-1.3740458,1.221374,-1.1526718
2026/08/01@02:36:54,174,-0.9309082,-0.15917969,0.028076172,-1.5038168,1.1755725,-1.1984733
2026/08/01@02:36:56,176,-0.928894032,-0.1585083,0.026000976,-1.4580153,1.129771,-1.221374
2026/08/01@02:36:57,177,-0.93078616,-0.15838623,0.026672364,-1.4274809,1.1984733,-1.2290076
2026/08/01@02:36:58,178,-0.9296875,-0.16101074,0.028625488,-1.4885496,1.2061069,-1.1832061
2026/08/01@02:36:59,179,-0.9326782,-0.15997314,0.023864746,-1.3206106,1.1450381,-1.2061069
2026/08/01@02:37:00,180,-0.9298096,-0.15740967,0.025634766,-1.4351145,1.167939,-1.2137405
2026/08/01@02:37:01,181,-0.9326782,-0.15942383,0.028747558,-1.389313,1.1603054,-1.2671756
2026/08/01@02:37:02,182,-0.93444824,-0.15795898,0.025817872,-1.4732824,1.2290076,-1.29771
2026/08/01@02:37:03,183,-0.93011468,-0.15979004,0.02722168,-1.4656489,1.038168,-1.2061069
2026/08/01@02:37:04,184,-0.9388428,-0.15441894,0.021606446,-1.2671756,0.9465649,-1.4961832
2026/08/01@02:37:05,185,-0.9404907,-0.15319824,0.026916504,-1.351145,1.2137405,-1.2137405
2026/08/01@02:37:07,187,-0.92852784,-0.1607666,0.022949218,-1.3816794,1.1984733,-1.1908396
2026/08/01@02:37:08,188,-0.9316406,-0.16046142,0.02947998,-1.4656489,1.1374046,-1.1526718
2026/08/01@02:37:09,189,-0.932251,-0.15893554,0.02508545,-1.4122137,1.1068702,-1.1145039
2026/08/01@02:37:10,190,-0.9301758,-0.15863037,0.028869628,-1.4045801,1.0458015,-1.221374
2026/08/01@02:37:11,191,-0.93237304,-0.1593628,0.026000976,-1.4656489,1.259542,-1.259542
2026/08/01@02:37:12,192,-0.93115232,-0.15795898,0.02355957,-1.5114504,1.1068702,-1.1755725
2026/08/01@02:37:13,193,-0.90625,-0.17260742,0.017150878,-1.5038168,1.3664122,-1.3358779
2026/08/01@02:37:14,194,-0.9335327,-0.15930176,0.02722168,-1.5648855,1.1984733,-1.1450381
2026/08/01@02:37:15,195,-0.9309082,-0.1593628,0.028930664,-1.4732824,1.2137405,-1.2137405
2026/08/01@02:37:17,197,-0.93066408,-0.15979004,0.026733398,-1.5572519,1.1450381,-1.1374046
2026/08/01@02:37:18,198,-0.93133544,-0.15789795,0.023864746,-1.4198474,1.1068702,-1.3053435
2026/08/01@02:37:19,199,-0.9346924,-0.15673828,0.0253906252,-1.5267176,1.2900764,-1.0076336
2026/08/01@02:37:20,200,-0.93133544,-0.15887451,0.026306152,-1.3969466,1.1526718,-1.1832061
2026/08/01@02:37:21,201,-0.929931664,-0.16009522,0.0277099616,-1.4961832,1.0992366,-1.2671756
2026/08/01@02:37:22,202,-0.928894032,-0.15979004,0.02368164,-1.4427481,1.1145039,-1.1221374
2026/08/01@02:37:23,203,-0.9319458,-0.1574707,0.0265502932,-1.4732824,1.1755725,-1.167939
2026/08/01@02:37:24,204,-0.9303589,-0.1593628,0.027038574,-1.480916,1.0687023,-1.1603054
2026/08/01@02:37:25,205,-0.9321289,-0.1585083,0.02545166,-1.4045801,1.221374,-1.2824427
2026/08/01@02:37:26,206,-0.9328613,-0.15777588,0.02520752,-1.5038168,1.2137405,-1.2671756
2026/08/01@02:37:28,208,-0.9315796,-0.15856934,0.026000976,-1.3969466,1.1145039,-1.1068702
2026/08/01@02:37:29,209,-0.93170168,-0.15991211,0.0269775384,-1.480916,1.038168,-1.0687023
2026/08/01@02:37:30,210,-0.92962648,-0.15802002,0.024291992,-1.4427481,1.0610686,-1.1984733
2026/08/01@02:37:31,211,-0.93133544,-0.15838623,0.026611328,-1.4122137,1.091603,-1.2137405
2026/08/01@02:37:32,212,-0.932006864,-0.15899658,0.024475098,-1.5038168,1.1526718,-1.1832061
2026/08/01@02:37:33,213,-0.93151852,-0.15765381,0.023864746,-1.3587786,1.1984733,-1.2137405
2026/08/01@02:37:34,214,-0.9314575,-0.1583252,0.0226440432,-1.4503816,1.2900764,-1.2824427
2026/08/01@02:37:35,215,-0.92962648,-0.15734864,0.030334472,-1.4885496,1.1832061,-1.129771
2026/08/01@02:37:36,216,-0.92871096,-0.15856934,0.027160644,-1.3587786,1.2671756,-1.1374046
2026/08/01@02:37:38,218,-0.93115232,-0.15911865,0.024597168,-1.4885496,1.1832061,-1.1603054
2026/08/01@02:37:39,219,-0.9309082,-0.15917969,0.02508545,-1.389313,1.1755725,-1.2519084
2026/08/01@02:37:40,220,-0.9299927,-0.15594482,0.022766114,-1.3587786,1.1374046,-1.2671756
2026/08/01@02:37:41,221,-0.9281006,-0.15863037,0.024841308,-1.4351145,1.221374,-1.1755725
2026/08/01@02:37:42,222,-0.93115232,-0.15777588,0.024353028,-1.5114504,1.1755725,-1.1908396
2026/08/01@02:37:43,223,-0.9295044,-0.15777588,0.02355957,-1.4198474,1.2442748,-1.1603054
2026/08/01@02:37:44,224,-0.928039536,-0.16326904,0.02947998,-1.3435115,1.2061069,-1.2290076
2026/08/01@02:37:45,225,-0.930542,-0.15356446,0.021118164,-1.4198474,0.977099264,-1.259542
2026/08/01@02:37:46,226,-0.9301758,-0.16082764,0.024047852,-1.4580153,0.9847328,-1.1755725
2026/08/01@02:37:47,227,-0.9302368,-0.15881348,0.028076172,-1.389313,1.1526718,-1.1603054
2026/08/01@02:37:49,229,-0.93048092,-0.1585083,0.024353028,-1.4961832,1.129771,-1.1145039
2026/08/01@02:37:50,230,-0.9313965,-0.15948486,0.024597168,-1.5343511,1.259542,-1.091603
2026/08/01@02:37:51,231,-0.9299927,-0.15765381,0.026611328,-1.519084,1.167939,-1.167939
2026/08/01@02:37:52,232,-0.9310303,-0.15759278,0.026123046,-1.3816794,1.2366412,-1.167939
2026/08/01@02:37:53,233,-0.9312744,-0.15881348,0.025817872,-1.4580153,1.129771,-1.221374
2026/08/01@02:37:54,234,-0.9317627,-0.15698242,0.026306152,-1.4122137,1.1832061,-1.1832061
2026/08/01@02:37:55,235,-0.930603,-0.1574707,0.0234375,-1.4045801,1.2137405,-1.2824427
2026/08/01@02:37:56,236,-0.92840576,-0.15588379,0.024658204,-1.4045801,1.1526718,-1.2519084
2026/08/01@02:37:57,237,-0.9300537,-0.15777588,0.026794434,-1.4351145,1.167939,-1.259542
