2026/08/01@02:40:18,47,-0.9060669,-0.13372802,-0.008300781,-0.90839692,1.129771,-0.7633588
2026/08/01@02:40:19,48,-0.9491577,-0.13897705,0.007751465,-1.1984733,1.0610686,-1.0458015
2026/08/01@02:40:20,49,-0.932006864,-0.14428711,0.0020751952,-1.4961832,1.2290076,-1.80152668
2026/08/01@02:40:21,50,-0.92144776,-0.13647461,-0.00592041,-1.4045801,0.9312977,-1.5343511
2026/08/01@02:40:22,51,-0.939209,-0.13677978,0.020751954,-1.5801526,2.465649,-0.870229
2026/08/01@02:40:23,52,-0.9725342,-0.14282226,0.038391112,-0.45038168,-2.053435,-2.389313
2026/08/01@02:40:24,53,-1.0061646,-0.124938968,-0.009155273,-0.610687,0.08396947,-0.4961832
2026/08/01@02:40:25,54,-0.9368286,-0.13690186,0.013427734,-1.4732824,1.6030534,-0.9236641
2026/08/01@02:40:26,55,-0.92840576,-0.16326904,0.029174804,-1.519084,2.2748092,-0.488549632
2026/08/01@02:40:27,56,-0.947937,-0.1515503,0.029724122,-1.0152671,0.4274809,-0.06870229
2026/08/01@02:40:29,58,-0.9360962,-0.1685791,0.017700196,-1.2290076,-0.15267176,-1.0610686
2026/08/01@02:40:30,59,-0.92681885,-0.13745117,0.0021972656,-1.70229,2.1526718,-1.5648855
2026/08/01@02:40:31,60,-0.91326904,-0.13580322,-0.0006713867,-1.3969466,1.0305344,-1.778626
2026/08/01@02:40:32,61,-0.9128418,-0.15393066,-0.004272461,-1.29771,3.1221372,-1.0076336
2026/08/01@02:40:33,62,-0.93151852,-0.14379883,-0.0012817383,-1.3206106,1.5496184,-0.64122132
2026/08/01@02:40:34,63,-0.935791,-0.14208984,0.016540528,-1.4427481,0.740458,-1.1068702
2026/08/01@02:40:35,64,-0.91296384,-0.15307617,-0.0051879884,-1.167939,0.9312977,-1.6793894
2026/08/01@02:40:36,65,-0.9299927,-0.15557862,-0.030212402,0.977099264,-2.8473282,-0.015267176
2026/08/01@02:40:37,66,-0.90545656,-0.11462402,-0.042114256,2.427481,0.32061068,-0.03816794
2026/08/01@02:40:38,67,-0.9459839,-0.12567138,0.0061035156,-0.129771,2.923664,-1.167939
2026/08/01@02:40:40,69,-0.93255616,-0.140625,0.012451172,-1.4885496,1.0992366,-1.2290076
2026/08/01@02:40:41,70,-0.93182376,-0.13232422,0.0015258789,-1.3587786,2.3053436,-2.6183208
2026/08/01@02:40:42,71,-0.9298706,-0.1531372,0.018554688,-1.1832061,1.221374,-1.9694656
2026/08/01@02:40:43,72,-0.9345093,-0.14611816,0.0178833,-1.3816794,1.519084,-1.2290076
2026/08/01@02:40:44,73,-0.9338989,-0.13079834,0.009033203,0.52671752,1.2061069,-1.0763359
2026/08/01@02:40:45,74,-0.938964864,-0.13690186,0.019348144,-1.3282443,0.8015267,-1.5572519
2026/08/01@02:40:46,75,-0.9309082,-0.14733886,0.018188476,-1.351145,0.35877864,-1.7709924
2026/08/01@02:40:47,76,-0.92614744,-0.1638794,0.022583008,8.435115,2.59542,-0.114503816
2026/08/01@02:40:48,77,-0.9370117,-0.1361084,0.0187377932,-1.5954199,1.1221374,0.343511468
2026/08/01@02:40:50,79,-0.8729248,-0.2753296,0.022399902,-1.9923664,2.534351,-4.740458
2026/08/01@02:40:51,80,-0.9328613,-0.1496582,0.028381348,-1.4198474,1.1832061,-0.7251908
2026/08/01@02:40:52,81,-0.9360962,-0.13555908,0.019592286,-1.480916,1.29771,-1.4580153
2026/08/01@02:40:53,82,-0.9334717,-0.1383667,0.018493652,-0.9312977,1.1908396,-1.5954199
2026/08/01@02:40:54,83,-0.9499512,-0.140625,0.025146484,-1.5877863,-1.0,-1.9312977
2026/08/01@02:40:55,84,-0.9388428,-0.13079834,0.018066406,-1.4656489,1.85496184,-1.4427481
2026/08/01@02:40:56,85,-0.93444824,-0.13458252,0.010009766,-1.2748091,0.8854962,-2.1145038
2026/08/01@02:40:57,86,-0.93536376,-0.13452148,0.013793945,-1.0992366,1.69465652,-0.610687
2026/08/01@02:40:58,87,-0.9382324,-0.12805176,0.012390137,-1.4198474,1.2824427,-1.2748091
2026/08/01@02:40:59,88,-0.9326782,-0.1383667,0.021057128,-1.2824427,0.84732824,-1.8396946
2026/08/01@02:41:01,90,-0.93670652,-0.14324951,0.023376464,-1.2748091,1.091603,-1.1068702
2026/08/01@02:41:02,91,-0.91864016,-0.16149902,0.022460938,-1.3129771,1.2366412,-0.29007636
2026/08/01@02:41:03,92,-0.9359741,-0.13995362,0.024475098,-0.977099264,-0.229007632,-1.88549616
2026/08/01@02:41:04,93,-0.93670652,-0.13763428,0.0146484368,-1.2671756,0.610687,1.3740458
2026/08/01@02:41:05,94,-0.92248536,-0.12908936,0.013061523,-1.5038168,0.9541985,-0.90076332
2026/08/01@02:41:06,95,-0.9309082,-0.12982178,0.018432618,-1.1755725,0.40458016,-0.396946584
2026/08/01@02:41:07,96,-0.9342041,-0.13903808,0.013671875,-1.1908396,1.167939,-0.3816794
2026/08/01@02:41:08,97,-0.9361572,-0.12109375,0.037597656,-1.351145,1.1221374,-1.1526718
